# s/c    cf
-0.16530667 0.00557661
-0.16677754 0.00558182
-0.16824841 0.00558757
-0.16972223 0.00559386
-0.17119606 0.00560070
-0.17266989 0.00560808
-0.17414667 0.00561602
-0.17562346 0.00562452
-0.17710172 0.00563360
-0.17858146 0.00564327
-0.18006268 0.00565357
-0.18154390 0.00566452
-0.18302659 0.00567621
-0.18451077 0.00568875
-0.18599642 0.00570257
-0.18748355 0.00571783
-0.18897069 0.00573309
-0.19045930 0.00574564
-0.19194791 0.00575344
-0.19343947 0.00575666
-0.19493104 0.00575676
-0.19642408 0.00575483
-0.19791861 0.00575139
-0.19941313 0.00574680
-0.20090913 0.00574130
-0.20240661 0.00573507
